provider,country,asn,asn_org,ip_count,prefix_count,hosting_ip_count,exit_node_count,avg_confidence
Sentinel dVPN,US,399275,SOLID,9,4,9,9,95.0
Surfshark,US,209854,CYBERZONEHUB,9,6,9,9,95.0
SwitchVPN,PA,51852,PLI-AS,9,2,9,9,88.0
VPN.ac,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,9,5,9,9,95.0
VPN.ac,US,36352,AS-COLOCROSSING,9,4,9,9,95.0
Vpnht,RU,0,,9,1,9,9,78.0
WiTopia,AU,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,9,2,9,9,95.0
Windscribe,AQ,397540,WINDSCRIBE,9,2,9,9,95.0
Windscribe,GB,62240,CLOUVIDER Clouvider - Global ASN,9,5,9,9,95.0
Windscribe,PA,51852,PLI-AS,9,2,9,9,95.0
Windscribe,US,21859,ZEN-ECN,9,5,9,9,95.0
Windscribe,US,33083,AXCELX-NET,9,3,9,9,95.0
Windscribe,US,46664,VDI-NETWORK,9,3,9,9,95.0
Windscribe,ZA,37611,AFRIHOST-SP,9,4,9,9,95.0
Anonine,FR,16276,OVH,8,1,8,8,95.0
Anonine,IT,34081,SERVER24-AS INCUBATEC GmbH - Srl,8,1,8,8,95.0
Astrill,LT,61272,IST-AS,8,2,8,8,78.0
Astrill,LT,8849,MELBICOM-EU-AS Melbikomas UAB,8,3,8,8,78.0
Astrill,US,46562,PERFORMIVE,8,2,8,8,78.0
Astrill,US,49532,SERVERHUB-NL,8,2,8,8,78.0
Astrill,US,54600,PEG-SV,8,2,8,8,78.0
BoxPN,FR,16276,OVH,8,1,8,8,95.0
BoxPN,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",8,1,8,8,95.0
BoxPN,IT,34081,SERVER24-AS INCUBATEC GmbH - Srl,8,1,8,8,95.0
EasyHideIP,FR,16276,OVH,8,1,8,8,95.0
EasyHideIP,IT,34081,SERVER24-AS INCUBATEC GmbH - Srl,8,1,8,8,95.0
ExpressVPN,EE,206804,ESTNOC-GLOBAL,8,3,8,8,70.0
ExpressVPN,SE,42708,GLESYS glesys.com,8,3,8,8,70.0
FlowVPN,VN,45899,VNPT-AS-VN VNPT Corp,8,3,8,8,70.0
FreeVPN,US,53667,PONYNET,8,8,8,8,88.0
FrootVPN,FR,16276,OVH,8,1,8,8,95.0
FrootVPN,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",8,1,8,8,95.0
FrootVPN,IT,34081,SERVER24-AS INCUBATEC GmbH - Srl,8,1,8,8,95.0
Kompot VPN,EE,202759,FAIRYHOSTING,8,2,8,8,80.0
Kompot VPN,US,23470,RELIABLESITE,8,7,8,8,80.0
Le VPN,RO,9009,M247,8,8,8,8,70.0
Mullvad,GB,60068,CDN77 _,8,4,8,8,95.0
NordVPN,GB,2856,BT-UK-AS BTnet UK Regional network,8,1,8,8,95.0
NordVPN,US,64200,VIVIDHOSTING,8,1,8,8,95.0
Private Internet Access,DK,42708,GLESYS glesys.com,8,2,8,8,95.0
Private Internet Access,US,396356,LATITUDE-SH,8,2,8,8,95.0
PrivateVPN,SE,61207,ILAIT,8,1,8,8,95.0
Proxpn,US,30058,FDCSERVERS,8,7,8,8,78.0
PureVPN,LT,56630,MELBICOM-EU-AS Melbikomas UAB,8,2,8,8,88.0
PureVPN,LU,199524,GCORE,8,3,8,8,88.0
Sentinel dVPN,RO,34689,HOSTEROID,8,3,8,8,95.0
Sentinel dVPN,US,14315,1GSERVERS,8,2,8,8,95.0
Sentinel dVPN,US,63473,HOSTHATCH,8,8,8,8,95.0
StrongVPN,CA,55286,SERVER-MANIA,8,2,8,8,87.5
StrongVPN,IN,203020,HOSTROYALE,8,4,8,8,83.8
StrongVPN,RO,9009,M247,8,3,8,8,83.8
StrongVPN,US,13926,NETPROTECT-PHX,8,1,8,8,83.8
VPN Jantit,HK,138915,KAOPU-HK Kaopu Cloud HK Limited,8,7,8,8,88.0
VPN Unlimited,CA,32489,AMANAHA-NEW,8,6,8,8,70.0
VPN Unlimited,RO,9009,M247,8,4,8,8,70.0
VPN.ac,DE,28753,LEASEWEB-DE-FRA-10,8,1,8,8,95.0
VPN.ac,IS,200651,FLOKINET,8,2,8,8,95.0
VPN.ac,US,40676,AS40676 - Psychz Networks,8,4,8,8,95.0
VPNUK,NL,209847,THE,8,8,8,8,91.9
WiTopia,US,33387,NOCIX,8,2,8,8,95.0
WorldVPN,US,204957,GREENFLOID-AS,8,4,8,8,88.0
Anonine,CA,11831,ESECUREDATA,7,1,7,7,95.0
Anonine,GB,21130,IOMART-IE,7,1,7,7,95.0
Anonine,UA,6698,VIRTUALSYSTEMS,7,1,7,7,95.0
AnonymousVPN,CA,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",7,7,7,7,95.0
Astrill,CA,62563,AS-GLOBALTELEHOST,7,3,7,7,78.3
Astrill,DE,28753,LEASEWEB-DE-FRA-10,7,4,7,7,78.0
Astrill,GB,25369,BANDWIDTH-AS,7,2,7,7,78.0
Astrill,IN,146943,TIER4CLOU-AS Tier 4 Cloud Services,7,2,7,7,78.0
Astrill,NL,49981,WORLDSTREAM,7,2,7,7,78.0
Astrill,US,395111,KVCNET-2009,7,2,7,7,78.0
Astrill,US,7203,LEASEWEB-USA-SFO,7,2,7,7,78.6
AzireVPN,SE,42675,OBEHOSTING Obehosting AB,7,5,7,7,95.0
BTGuard,NL,43350,NFORCE,7,2,7,7,70.0
BoxPN,CA,11831,ESECUREDATA,7,1,7,7,95.0
BoxPN,GB,21130,IOMART-IE,7,1,7,7,95.0
BoxPN,UA,6698,VIRTUALSYSTEMS,7,1,7,7,95.0
EasyHideIP,CA,11831,ESECUREDATA,7,1,7,7,95.0
EasyHideIP,GB,21130,IOMART-IE,7,1,7,7,95.0
EasyHideIP,UA,6698,VIRTUALSYSTEMS,7,1,7,7,95.0
FlowVPN,HU,210772,NEWPUSH,7,3,7,7,70.0
FlowVPN,US,20473,AS-VULTR,7,7,7,7,70.0
FrootVPN,CA,11831,ESECUREDATA,7,1,7,7,95.0
FrootVPN,GB,21130,IOMART-IE,7,1,7,7,95.0
FrootVPN,UA,6698,VIRTUALSYSTEMS,7,1,7,7,95.0
Goosevpn,US,14061,DIGITALOCEAN-ASN,7,7,7,7,78.0
IPVanish,AL,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",7,1,7,7,95.0
IVPN,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,7,4,7,7,95.0
NordVPN,AL,198890,MADCOM-ASN,7,1,7,7,95.0
OysterVPN,US,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",7,5,7,7,95.0
PhantomPeer,US,14061,DIGITALOCEAN-ASN,7,7,7,7,88.0
Private Internet Access,CA,212238,CDNEXT,7,4,7,7,95.0
Private Internet Access,SE,42708,GLESYS glesys.com,7,2,7,7,95.0
PrivateVPN,GB,1299,"TWELVE99 Arelion, fka Telia Carrier",7,1,7,7,95.0
Safervpn,US,20473,AS-VULTR,7,7,7,7,78.0
Sentinel dVPN,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",7,3,7,7,95.0
Sentinel dVPN,SG,134677,IDC-AS-AP Dromatics Systems Pte Ltd,7,3,7,7,95.0
StrongVPN,GB,212238,CDNEXT,7,1,7,7,84.3
StrongVPN,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",7,1,7,7,82.1
StrongVPN,US,174,COGENT-174,7,4,7,7,86.4
Surfshark,AU,136557,HOST-AS-AP Host Universal Pty Ltd,7,6,7,7,95.0
TunnelBear,US,396356,LATITUDE-SH,7,1,7,7,95.0
VPN Gate,JP,17676,GIGAINFRA SoftBank Corp.,7,7,7,7,78.0
VPN Unlimited,FR,16276,OVH,7,6,7,7,70.0
VPN.ac,NL,43350,NFORCE,7,5,7,7,95.0
Vpnht,FR,216329,CENTAURUS_AGENA3000,7,1,7,7,78.0
WLVPN,AL,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",7,1,7,7,95.0
Windscribe,BR,262287,Latitude.sh LTDA,7,2,7,7,95.0
Windscribe,GB,13213,UK2NET-AS,7,3,7,7,95.0
Windscribe,US,396356,LATITUDE-SH,7,2,7,7,95.0
WorldVPN,FR,16276,OVH,7,7,7,7,88.0
WorldVPN,HK,56971,AS56971 AS56971 Cloud,7,3,7,7,88.0
Zoogvpn,FR,16276,OVH,7,7,7,7,78.0
uVPN,FR,16276,OVH,7,7,7,7,70.0
Anonine,TR,42926,RADORE,6,2,6,6,95.0
Astrill,HK,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,6,2,6,6,78.0
Astrill,KR,45382,EHOSTIDC-AS-KR Hostcenter,6,2,6,6,78.0
Astrill,MY,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,6,1,6,6,78.0
Astrill,US,25780,HUGESERVER-NETWORKS,6,2,6,6,78.0
Astrill,US,26388,FIBERFI,6,2,6,6,78.0
Astrill,US,29302,HSI-EUROPE,6,2,6,6,78.0
Astrill,US,396190,LEASEWEB-USA-SEA,6,2,6,6,78.0
Astrill,US,396362,LEASEWEB-USA-NYC,6,2,6,6,78.0
Astrill,US,397423,TIER-NET,6,3,6,6,78.0
AzireVPN,US,63473,HOSTHATCH,6,6,6,6,95.0
BoxPN,TR,42926,RADORE,6,2,6,6,95.0
EasyHideIP,TR,42926,RADORE,6,2,6,6,95.0
ExpressVPN,GB,41564,AS41564,6,4,6,6,70.0
FlowVPN,FR,16276,OVH,6,5,6,6,70.0
FrootVPN,TR,42926,RADORE,6,2,6,6,95.0
IPVanish,IN,207990,HR-CUSTOMER,6,1,6,6,95.0
Private Internet Access,EE,206804,ESTNOC-GLOBAL,6,3,6,6,95.0
Private Internet Access,FI,42708,GLESYS glesys.com,6,2,6,6,95.0
Private Internet Access,JP,212238,CDNEXT,6,3,6,6,95.0
PrivateVPN,IT,42201,PVDATANET,6,1,6,6,95.0
PrivateVPN,SE,42675,OBEHOSTING Obehosting AB,6,1,6,6,95.0
ProtonVPN,US,396356,LATITUDE-SH,6,3,6,6,95.0
PureVPN,EU,1257,TELE2,6,1,6,6,88.0
PureVPN,SC,206264,AMARUTU-TECHNOLOGY,6,4,6,6,88.0
Sentinel dVPN,DE,29066,VELIANET-AS velia.net Internetdienste GmbH,6,3,6,6,95.0
Sentinel dVPN,DE,51167,CONTABO,6,6,6,6,95.0
Sentinel dVPN,EG,24863,LINKdotNET-AS,6,2,6,6,95.0
Sentinel dVPN,SG,139057,ELD-AS-AP Edgenext Legend Dynasty Pte. Ltd.,6,2,6,6,95.0
Sentinel dVPN,US,11878,TZULO,6,4,6,6,95.0
Sentinel dVPN,US,26286,MYSTICDEVIO,6,1,6,6,95.0
Sentinel dVPN,US,396073,MAJESTIC-HOSTING-01,6,2,6,6,95.0
Sentinel dVPN,US,401486,RAVNIX,6,3,6,6,95.0
StrongVPN,US,13737,AS-INCX,6,1,6,6,80.0
Surfshark,US,397423,TIER-NET,6,4,6,6,95.0
Surfshark,US,60068,CDN77 _,6,6,6,6,95.0
TunnelBear,US,36352,AS-COLOCROSSING,6,2,6,6,95.0
VPN Jantit,US,204957,GREENFLOID-AS,6,6,6,6,88.0
VPN Unlimited,SI,25467,AKTON-AS Akton Autonomous System,6,2,6,6,70.0
VPN Unlimited,US,61138,ZAPPIE-HOST-AS Zappie Host,6,3,6,6,70.0
VPN.ac,CA,7040,NETMINDERS,6,1,6,6,95.0
VPNObratno,RU,12389,ROSTELECOM-AS PJSC Rostelecom. Technical Team,6,6,6,6,88.0
WLVPN,IN,207990,HR-CUSTOMER,6,1,6,6,95.0
Windscribe,AL,198890,MADCOM-ASN,6,1,6,6,95.0
Windscribe,CA,54133,UNMETERED,6,1,6,6,95.0
Windscribe,CY,15805,SKYNET-CY-AS,6,2,6,6,95.0
Windscribe,CY,6866,CYTA-NETWORK Internet Services,6,1,6,6,95.0
Windscribe,GB,58065,PACKETEXCHANGE,6,2,6,6,95.0
Windscribe,IL,35758,HQSERV_NETWORKS,6,2,6,6,95.0
Windscribe,IN,132335,LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED,6,1,6,6,95.0
Windscribe,LT,201201,DATALOGISTICS,6,2,6,6,95.0
Windscribe,LV,52048,RIXHOST,6,2,6,6,95.0
Windscribe,MD,43289,TRABIA,6,3,6,6,95.0
Windscribe,NL,51430,ALTUS,6,2,6,6,95.0
Windscribe,TH,56309,"SIAMDATA-TH Siamdata Communication Co.,Ltd.",6,2,6,6,95.0
Windscribe,TW,3462,HINET Data Communication Business Group,6,2,6,6,95.0
Windscribe,US,398779,ACEHOST,6,2,6,6,95.0
Windscribe,US,40676,AS40676 - Psychz Networks,6,2,6,6,95.0
Windscribe,US,46562,PERFORMIVE,6,2,6,6,95.0
Windscribe,US,63023,AS-GLOBALTELEHOST,6,1,6,6,95.0
Windscribe,US,7201,AS-NETWORKEDGE,6,1,6,6,95.0
Windscribe,VN,45899,VNPT-AS-VN VNPT Corp,6,1,6,6,95.0
WorldVPN,PL,204957,GREENFLOID-AS,6,3,6,6,88.0
Zoogvpn,HK,138915,KAOPU-HK Kaopu Cloud HK Limited,6,6,6,6,78.0
Zoogvpn,RO,9009,M247,6,6,6,6,78.0
Anonine,BR,262287,Latitude.sh LTDA,5,1,5,5,95.0
Anonine,CA,54643,IDIGITAL,5,1,5,5,95.0
Anonine,CA,62563,AS-GLOBALTELEHOST,5,1,5,5,95.0
Anonine,CR,52423,Data Miners S.A.  Racknation.cr,5,1,5,5,95.0
Anonine,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,5,2,5,5,95.0
Anonine,GB,20860,IOMART-AS,5,1,5,5,95.0
Anonine,HK,133398,TELE-AS Tele Asia Limited,5,1,5,5,95.0
Anonine,KR,45382,EHOSTIDC-AS-KR Hostcenter,5,1,5,5,95.0
Anonine,MY,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,5,1,5,5,95.0
Anonine,NO,56655,GIGAHOST,5,1,5,5,95.0
Anonine,PA,51852,PLI-AS,5,1,5,5,95.0
Anonine,US,62904,AS62904 - Eonix Corporation,5,1,5,5,95.0
Astrill,AR,61493,InterBS S.R.L. BAEHOST,5,1,5,5,78.0
Astrill,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,5,2,5,5,78.0
Astrill,HU,214226,WEBENLET-AS,5,1,5,5,78.0
Astrill,NO,34989,SERVETHEWORLD-AS,5,3,5,5,78.0
Astrill,US,0,,5,1,5,5,78.0
Astrill,US,19148,LEASEWEB-USA-PHX,5,2,5,5,78.4
Astrill,US,20454,SSASN2,5,2,5,5,78.0
Astrill,US,23470,RELIABLESITE,5,3,5,5,78.8
Astrill,US,27411,LEASEWEB-USA-CHI,5,2,5,5,78.0
Astrill,US,394380,LEASEWEB-USA-DAL,5,3,5,5,78.0
BoxPN,BR,262287,Latitude.sh LTDA,5,1,5,5,95.0
BoxPN,CA,54643,IDIGITAL,5,1,5,5,95.0
BoxPN,CA,62563,AS-GLOBALTELEHOST,5,1,5,5,95.0
BoxPN,CR,52423,Data Miners S.A.  Racknation.cr,5,1,5,5,95.0
BoxPN,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,5,2,5,5,95.0
BoxPN,GB,20860,IOMART-AS,5,1,5,5,95.0
BoxPN,HK,133398,TELE-AS Tele Asia Limited,5,1,5,5,95.0
BoxPN,KR,45382,EHOSTIDC-AS-KR Hostcenter,5,1,5,5,95.0
BoxPN,MY,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,5,1,5,5,95.0
BoxPN,NO,56655,GIGAHOST,5,1,5,5,95.0
BoxPN,PA,51852,PLI-AS,5,1,5,5,95.0
BoxPN,US,62904,AS62904 - Eonix Corporation,5,1,5,5,95.0
CyberGhost,AU,0,,5,4,5,5,95.0
EasyHideIP,BR,262287,Latitude.sh LTDA,5,1,5,5,95.0
EasyHideIP,CA,54643,IDIGITAL,5,1,5,5,95.0
EasyHideIP,CA,62563,AS-GLOBALTELEHOST,5,1,5,5,95.0
EasyHideIP,CR,52423,Data Miners S.A.  Racknation.cr,5,1,5,5,95.0
EasyHideIP,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,5,2,5,5,95.0
EasyHideIP,FR,12876,Online SAS,5,2,5,5,95.0
EasyHideIP,HK,133398,TELE-AS Tele Asia Limited,5,1,5,5,95.0
EasyHideIP,KR,45382,EHOSTIDC-AS-KR Hostcenter,5,1,5,5,95.0
EasyHideIP,MY,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,5,1,5,5,95.0
EasyHideIP,NO,56655,GIGAHOST,5,1,5,5,95.0
EasyHideIP,PA,51852,PLI-AS,5,1,5,5,95.0
EasyHideIP,US,62904,AS62904 - Eonix Corporation,5,1,5,5,95.0
FastestVPN,US,9009,M247,5,4,5,5,95.0
FlowVPN,GB,20860,IOMART-AS,5,4,5,5,70.0
FlowVPN,RO,9009,M247,5,4,5,5,70.0
Freedomip,FR,41652,SAS-SHPV-FRANCE,5,1,5,5,78.0
FrootVPN,BR,262287,Latitude.sh LTDA,5,1,5,5,95.0
FrootVPN,CA,36666,GTCOMM,5,1,5,5,95.0
FrootVPN,CA,54643,IDIGITAL,5,1,5,5,95.0
FrootVPN,CA,62563,AS-GLOBALTELEHOST,5,1,5,5,95.0
FrootVPN,CR,52423,Data Miners S.A.  Racknation.cr,5,1,5,5,95.0
FrootVPN,FI,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,5,2,5,5,95.0
FrootVPN,FR,12876,Online SAS,5,2,5,5,95.0
FrootVPN,HK,133398,TELE-AS Tele Asia Limited,5,1,5,5,95.0
FrootVPN,KR,45382,EHOSTIDC-AS-KR Hostcenter,5,1,5,5,95.0
FrootVPN,MY,45839,SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd,5,1,5,5,95.0
FrootVPN,NO,56655,GIGAHOST,5,1,5,5,95.0
FrootVPN,PA,51852,PLI-AS,5,1,5,5,95.0
FrootVPN,US,62904,AS62904 - Eonix Corporation,5,1,5,5,95.0
HideIPVPN,GB,20860,IOMART-AS,5,5,5,5,70.0
Hotspotshield,GB,212238,CDNEXT,5,5,5,5,78.0
Hotspotshield,US,46450,PILOT,5,5,5,5,78.0
IPVanish,NL,51430,ALTUS,5,1,5,5,95.0
Ivacy,AU,137409,GSLNETWORKS-AS-AP GSL Networks Pty LTD,5,3,5,5,95.0
Kompot VPN,KZ,48716,PSKZ-ALA,5,4,5,5,70.0
Kompot VPN,NL,209847,THE,5,4,5,5,80.0
Kompot VPN,PL,201814,MEVSPACE,5,2,5,5,80.0
Le VPN,LU,202422,GHOST,5,5,5,5,70.0
NordVPN,FR,12876,Online SAS,5,5,5,5,95.0
NordVPN,GB,58065,PACKETEXCHANGE,5,2,5,5,95.0
Private Internet Access,CA,174,COGENT-174,5,4,5,5,95.0
Private Internet Access,DE,174,COGENT-174,5,1,5,5,95.0
Private Internet Access,DE,212238,CDNEXT,5,3,5,5,95.0
Private Internet Access,ES,212238,CDNEXT,5,1,5,5,95.0
Private Internet Access,GB,41564,AS41564,5,1,5,5,95.0
Private Internet Access,IT,206092,SECFIREWALLAS,5,1,5,5,95.0
Private Internet Access,SE,212238,CDNEXT,5,1,5,5,95.0
Private Internet Access,US,62240,CLOUVIDER Clouvider - Global ASN,5,1,5,5,95.0
PrivateVPN,US,42201,PVDATANET,5,1,5,5,95.0
ProtonVPN,NL,215224,NOVOSERVE-CUSTOMERS-AS NovoServe Customers ASN,5,1,5,5,95.0
PureVPN,CA,7040,NETMINDERS,5,2,5,5,88.0
PureVPN,GB,25369,BANDWIDTH-AS,5,2,5,5,88.0
PureVPN,GB,3223,VOXILITY,5,3,5,5,88.0
PureVPN,GB,60068,CDN77 _,5,4,5,5,88.0
PureVPN,US,36352,AS-COLOCROSSING,5,2,5,5,88.0
Safervpn,AT,57169,EDIS-AS-EU,5,5,5,5,78.0
Safervpn,US,14061,DIGITALOCEAN-ASN,5,4,5,5,78.0
Sentinel dVPN,CA,32489,AMANAHA-NEW,5,2,5,5,95.0
Sentinel dVPN,CA,397735,NETWIRE-INC,5,1,5,5,95.0
Sentinel dVPN,DE,211507,"LAIN we love lain, cats and the world wide web",5,4,5,5,95.0
Sentinel dVPN,EE,215467,SKHRON Skhron OU: skhron.eu,5,2,5,5,95.0
Sentinel dVPN,GB,213169,AS-CATIXS-AKA,5,4,5,5,95.0
Sentinel dVPN,PE,3132,Red Cientifica Peruana,5,2,5,5,95.0
Sentinel dVPN,RO,215362,PROMO-PLUS,5,2,5,5,95.0
Sentinel dVPN,SG,142036,HOSTEONS-AS-AP Hosteons Pte. Ltd.,5,4,5,5,95.0
Sentinel dVPN,SG,149020,WEBHORIZON-AS-AP WebHorizon Internet Services,5,5,5,5,95.0
Sentinel dVPN,TR,215155,HALIL-OMER-TEKIN,5,1,5,5,95.0
Sentinel dVPN,TR,42926,RADORE,5,1,5,5,95.0
Sentinel dVPN,US,397032,SPARKED,5,2,5,5,95.0
Surfshark,ES,203020,HOSTROYALE,5,3,5,5,95.0
SwitchVPN,GB,31708,"COREIX-UK-AS London, Great Britain",5,4,5,5,88.0
SwitchVPN,IT,49367,ASSEFLOW,5,1,5,5,88.0
SwitchVPN,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,5,2,5,5,88.0
Trust.Zone,DE,47447,TTM,5,2,5,5,70.0
TunnelBear,GB,13213,UK2NET-AS,5,2,5,5,95.0
VPN Jantit,NL,209847,THE,5,5,5,5,88.0
VPN Jantit,SG,59211,ONEASIAHOST OneAsiaHost,5,2,5,5,88.0
VPN Jantit,US,14061,DIGITALOCEAN-ASN,5,5,5,5,88.0
VPN Jantit,US,63023,AS-GLOBALTELEHOST,5,5,5,5,88.0
VPN Unlimited,CA,11831,ESECUREDATA,5,1,5,5,70.0
VPN Unlimited,US,63018,DEDICATED,5,1,5,5,70.0
VPN.ac,NL,51430,ALTUS,5,3,5,5,95.0
VPN.ac,SC,202425,INT-NETWORK,5,2,5,5,95.0
Vpnfacile,FR,16276,OVH,5,3,5,5,78.0
Vpnht,AT,42473,AS-ANEXIA ANEXIA Internetdienstleistungs GmbH,5,1,5,5,78.0
Vpnht,DE,0,,5,1,5,5,78.0
Vpnht,GB,204044,ONLYSERVERS Dedicated Server Hosting Provider,5,1,5,5,78.0
WLVPN,NL,51430,ALTUS,5,1,5,5,95.0
WiTopia,BR,262287,Latitude.sh LTDA,5,1,5,5,95.0
WiTopia,CA,0,,5,1,5,5,95.0
WiTopia,GB,20860,IOMART-AS,5,1,5,5,95.0
WiTopia,GB,25369,BANDWIDTH-AS,5,1,5,5,95.0
WiTopia,IN,132335,LEAPSWITCH-IN-AS-AP LEAPSWITCH NETWORKS PRIVATE LIMITED,5,1,5,5,95.0
WiTopia,IN,146943,TIER4CLOU-AS Tier 4 Cloud Services,5,1,5,5,95.0
WiTopia,KR,45382,EHOSTIDC-AS-KR Hostcenter,5,1,5,5,95.0
WiTopia,LT,61272,IST-AS,5,1,5,5,95.0
WiTopia,LV,52048,RIXHOST,5,1,5,5,95.0
WiTopia,MY,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,5,1,5,5,95.0
WiTopia,NL,60781,LEASEWEB-NL-AMS-01 Netherlands,5,1,5,5,95.0
WiTopia,PT,59787,WEBHS WEBSP LDA,5,1,5,5,95.0
WiTopia,TH,56067,METRABYTE-TH 453 Ladplacout Jorakhaebua,5,1,5,5,95.0
WiTopia,US,13445,WEBEX,5,1,5,5,95.0
WiTopia,US,19148,LEASEWEB-USA-PHX,5,1,5,5,95.0
WiTopia,US,26388,FIBERFI,5,1,5,5,95.0
WiTopia,US,397373,H4Y-TECHNOLOGIES,5,1,5,5,95.0
WiTopia,US,40676,AS40676 - Psychz Networks,5,1,5,5,95.0
WiTopia,US,4986,INTERSTAR,5,1,5,5,95.0
WiTopia,US,7488,CNSERVER-AP-AS CNServer LLC,5,1,5,5,95.0
WorldVPN,BG,59729,ITL-BG,5,3,5,5,88.0
WorldVPN,IT,31034,ARUBA-ASN,5,3,5,5,88.0
WorldVPN,LV,50979,ITL-LV,5,3,5,5,88.0
WorldVPN,NL,56594,CB-BYO-IP,5,1,5,5,88.0
WorldVPN,UA,15626,GF-UA,5,3,5,5,88.0
Zoogvpn,US,40676,AS40676 - Psychz Networks,5,3,5,5,78.0
AirVPN,AU,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,4,1,4,4,95.0
AirVPN,EE,206804,ESTNOC-GLOBAL,4,1,4,4,95.0
AirVPN,MY,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,4,1,4,4,95.0
Anonine,CA,36666,GTCOMM,4,1,4,4,95.0
Anonine,FR,12876,Online SAS,4,2,4,4,95.0
Anonvpn,MU,0,,4,4,4,4,78.0
Astrill,AT,57169,EDIS-AS-EU,4,1,4,4,78.5
Astrill,CA,7040,NETMINDERS,4,1,4,4,78.0
Astrill,DE,197071,ACTIVE-SERVERS active-servers.com,4,1,4,4,78.0
Astrill,DE,30083,AS-30083-US-VELIA-NET,4,3,4,4,78.0
Astrill,DE,3214,XTOM xTom GmbH,4,1,4,4,78.0
Astrill,DE,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.",4,2,4,4,78.0
Astrill,GB,42831,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",4,1,4,4,78.0
Astrill,HK,9304,HUTCHISON-AS-AP HGC Global Communications Limited,4,1,4,4,78.0
Astrill,IT,49367,ASSEFLOW,4,1,4,4,78.0
Astrill,KR,4766,KIXS-AS-KR Korea Telecom,4,1,4,4,78.0
Astrill,LT,16125,CHERRYSERVERS1-AS,4,2,4,4,78.0
Astrill,LU,9008,ASN-VO Visual Online S.A. Luxembourg,4,2,4,4,78.0
Astrill,MD,43289,TRABIA,4,2,4,4,78.0
Astrill,NZ,9790,TWO-DEGREES-AS-AP Two Degrees Networks Limited,4,1,4,4,78.0
Astrill,RU,3216,SOVAM-AS,4,1,4,4,78.0
Astrill,SG,59253,LEASEWEB-APAC-SIN-11 LEASEWEB SINGAPORE PTE. LTD.,4,2,4,4,78.0
Astrill,TW,134094,"SERVERFIELD-AS Serverfield Co., Ltd.",4,1,4,4,78.0
Astrill,US,20278,NEXEON,4,2,4,4,78.0
Astrill,US,207134,PHOENIXNAP-SRB,4,2,4,4,78.0
Astrill,US,29802,HVC-AS,4,1,4,4,78.0
Astrill,US,3257,GTT-BACKBONE GTT,4,2,4,4,78.0
Astrill,US,395839,HOSTKEY-USA,4,1,4,4,78.0
Astrill,US,397391,HON-ASN,4,1,4,4,78.0
Astrill,US,9294,GNETINC-AS-AP GNET INC.,4,4,4,4,78.0
AzireVPN,NL,6206,NETROUTING-AS,4,4,4,4,95.0
AzireVPN,SE,1299,"TWELVE99 Arelion, fka Telia Carrier",4,2,4,4,95.0
AzireVPN,US,11878,TZULO,4,4,4,4,95.0
BoxPN,CA,36666,GTCOMM,4,1,4,4,95.0
BoxPN,FR,12876,Online SAS,4,2,4,4,95.0
CCrypto VPN,FR,16276,OVH,4,4,4,4,88.0
CactusVPN,CA,16276,OVH,4,2,4,4,95.0
CactusVPN,UK,20860,IOMART-AS,4,2,4,4,95.0
EasyHideIP,CA,36666,GTCOMM,4,1,4,4,95.0
ExpressVPN,DE,29066,VELIANET-AS velia.net Internetdienste GmbH,4,2,4,4,70.0
