provider,asn,asn_org,country_count,countries,ip_count,prefix_count,hosting_ip_count,exit_node_count,avg_confidence
Sentinel dVPN,32613,IWEB-AS,1,CA,1,1,1,1,95.0
Sentinel dVPN,328364,Host-Africa-AS,1,ZA,1,1,1,1,95.0
Sentinel dVPN,33576,DIG001,1,JM,1,1,1,1,95.0
Sentinel dVPN,33915,TNF-AS,1,NL,1,1,1,1,95.0
Sentinel dVPN,36530,FUTURE-LAIN,1,US,1,1,1,1,95.0
Sentinel dVPN,37153,xneelo,1,ZA,1,1,1,1,95.0
Sentinel dVPN,39347,SELL-AS Orasul Navodari - Primaria Navodari,1,RO,1,1,1,1,95.0
Sentinel dVPN,401665,HOSTBILBY,1,CA,1,1,1,1,95.0
Sentinel dVPN,40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U.",1,AT,1,1,1,1,95.0
Sentinel dVPN,41608,NEXTGENWEBS-NL,1,ES,1,1,1,1,95.0
Sentinel dVPN,42655,BESTHOSTING-AS,1,UA,1,1,1,1,95.0
Sentinel dVPN,44382,WHITELABEL,1,US,1,1,1,1,95.0
Sentinel dVPN,44709,CLOUDWEBMANAGE-,1,IL,1,1,1,1,95.0
Sentinel dVPN,44803,WEBDOCK-AS,1,DK,1,1,1,1,95.0
Sentinel dVPN,44925,THE-1984-AS,1,IS,1,1,1,1,95.0
Sentinel dVPN,46844,SHARKTECH,1,US,1,1,1,1,95.0
Sentinel dVPN,47447,TTM,1,DE,1,1,1,1,95.0
Sentinel dVPN,4760,HKTIMS-AP HKT Limited,1,HK,1,1,1,1,95.0
Sentinel dVPN,48031,XSERVERCLOUD,1,UA,1,1,1,1,95.0
Sentinel dVPN,48314,IP-PROJECTS,1,DE,1,1,1,1,95.0
Sentinel dVPN,49770,INTERNETPORT-AS,1,SE,1,1,1,1,95.0
Sentinel dVPN,50613,THORDC-AS,1,IS,1,1,1,1,95.0
Sentinel dVPN,51202,NUXOA,1,DE,1,1,1,1,95.0
Sentinel dVPN,52423,Data Miners S.A.  Racknation.cr,1,CR,1,1,1,1,95.0
Sentinel dVPN,5410,BOUYGTEL-ISP,1,FR,1,1,1,1,95.0
Sentinel dVPN,5607,BSKYB-BROADBAND-AS,1,GB,1,1,1,1,95.0
Sentinel dVPN,5617,TPNET,1,PL,1,1,1,1,95.0
Sentinel dVPN,57043,HOSTKEY-AS,1,NL,1,1,1,1,95.0
Sentinel dVPN,57717,FBX-AS,1,NL,1,1,1,1,95.0
Sentinel dVPN,62425,KUZEYDC,1,TR,1,1,1,1,95.0
Sentinel dVPN,62563,AS-GLOBALTELEHOST,1,CA,1,1,1,1,95.0
Sentinel dVPN,63023,AS-GLOBALTELEHOST,1,US,1,1,1,1,95.0
Sentinel dVPN,701,UUNET,1,US,1,1,1,1,95.0
Sentinel dVPN,7018,ATT-INTERNET4,1,US,1,1,1,1,95.0
Sentinel dVPN,7489,HOSTUS-GLOBAL-AS HostUS,1,HK,1,1,1,1,95.0
Sentinel dVPN,8251,NFX_ZSPO,1,CZ,1,1,1,1,95.0
Sentinel dVPN,8434,TELENOR-SE Telenor Sverige AB,1,SE,1,1,1,1,95.0
Sentinel dVPN,8708,RCS-RDS 73-75 Dr. Staicovici,1,RO,1,1,1,1,95.0
Sentinel dVPN,9038,BAT-AS9038,1,JO,1,1,1,1,95.0
Sentinel dVPN,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,1,HK,1,1,1,1,95.0
Sentinel dVPN,9790,TWO-DEGREES-AS-AP Two Degrees Networks Limited,1,NZ,1,1,1,1,95.0
Sentinel dVPN,9931,"CAT-AP The Communication Authoity of Thailand, CAT",1,TH,1,1,1,1,95.0
SlickVPN,10297,ENET-2,1,US,1,1,1,1,88.0
SlickVPN,23470,RELIABLESITE,1,US,1,1,1,1,88.0
SlickVPN,33083,AXCELX-NET,1,US,1,1,1,1,88.0
SlickVPN,33387,NOCIX,1,US,1,1,1,1,88.0
SlickVPN,40156,THEOPT-HOU,1,US,1,1,1,1,88.0
SlickVPN,46261,QUICKPACKET,1,US,1,1,1,1,88.0
SlickVPN,57169,EDIS-AS-EU,1,AT,1,1,1,1,88.0
SlickVPN,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,1,SG,1,1,1,1,88.0
SlickVPN,6428,CDM,1,US,1,1,1,1,88.0
SmartVPN,12876,Online SAS,1,FR,1,1,1,1,88.0
SmartVPN,29691,NINE,1,CH,1,1,1,1,88.0
SmartVPN,39020,COMVIVE-AS Seville - Spain,1,ES,1,1,1,1,88.0
SmartVPN,42708,GLESYS glesys.com,1,SE,1,1,1,1,88.0
SmartVPN,48894,OPTIMUS-AS,1,SI,1,1,1,1,88.0
SmartVPN,61102,INTERHOST,1,IL,1,1,1,1,88.0
Smartdnsproxy,20860,IOMART-AS,1,GB,1,1,1,1,78.0
Smartdnsproxy,212238,CDNEXT,1,GB,1,1,1,1,78.0
Smartdnsproxy,30736,ASERGO-AS,1,DK,1,1,1,1,78.0
Smartdnsproxy,32489,AMANAHA-NEW,1,CA,1,1,1,1,78.0
Smartdnsproxy,34989,SERVETHEWORLD-AS,1,NO,1,1,1,1,78.0
Smartdnsproxy,40676,AS40676 - Psychz Networks,1,US,1,1,1,1,78.0
Smartdnsproxy,42708,GLESYS glesys.com,1,SE,1,1,1,1,78.0
Smartdnsproxy,47521,IPHOST .GR IpDomain,1,GR,1,1,1,1,78.0
Smartdnsproxy,49334,SH-COM-,1,TR,1,1,1,1,78.0
Smartdnsproxy,49367,ASSEFLOW,1,IT,1,1,1,1,78.0
Smartdnsproxy,51852,PLI-AS,1,PA,1,1,1,1,78.0
Smartdnsproxy,57169,EDIS-AS-EU,1,AT,1,1,1,1,78.0
Smartdnsproxy,6364,ATLANTIC-NET-1,1,US,1,1,1,1,78.0
SotaVPN,42532,VEESP-LV-AS,1,LV,1,1,1,1,95.0
SotaVPN,60404,LITESERVER,1,NL,1,1,1,1,95.0
StrongVPN,396356,LATITUDE-SH,1,US,1,1,1,1,95.0
StrongVPN,46562,PERFORMIVE,1,US,1,1,1,1,80.0
StrongVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,FI,1,1,1,1,80.0
Surfshark,20278,NEXEON,1,US,1,1,1,1,95.0
Surfshark,36352,AS-COLOCROSSING,1,US,1,1,1,1,95.0
Surfshark,396356,LATITUDE-SH,1,MX,1,1,1,1,95.0
Surfshark,45382,EHOSTIDC-AS-KR Hostcenter,1,KR,1,1,1,1,95.0
SwitchVPN,138199,TRANSATEL1-AS-AP Transatel,1,SG,1,1,1,1,88.0
SwitchVPN,15547,NETPLUS,1,CH,1,1,1,1,88.0
SwitchVPN,16276,OVH,1,FR,1,1,1,1,88.0
SwitchVPN,203020,HOSTROYALE,1,IN,1,1,1,1,88.0
SwitchVPN,24806,"INTERNET-CZ Ktis 2, 384 03 Ktis",1,CZ,1,1,1,1,88.0
SwitchVPN,36352,AS-COLOCROSSING,1,US,1,1,1,1,88.0
SwitchVPN,42160,LCPDCO LCP AS dc oostkamp,1,BE,1,1,1,1,88.0
SwitchVPN,42237,W1N,1,GB,1,1,1,1,88.0
SwitchVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,KR,1,1,1,1,88.0
SwitchVPN,50304,BLIX,1,NO,1,1,1,1,88.0
SwitchVPN,53755,IOFLOOD,1,US,1,1,1,1,88.0
SwitchVPN,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,1,MY,1,1,1,1,88.0
SwitchVPN,57169,EDIS-AS-EU,1,AT,1,1,1,1,88.0
SwitchVPN,61317,ASDETUK www.heficed.com,1,US,1,1,1,1,88.0
SwitchVPN,7979,SERVERS-COM,1,US,1,1,1,1,88.0
Trust.Zone,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,AU,1,1,1,1,70.0
Trust.Zone,14061,DIGITALOCEAN-ASN,1,US,1,1,1,1,70.0
Trust.Zone,197155,ARTNET,1,PL,1,1,1,1,70.0
Trust.Zone,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,AL,1,1,1,1,70.0
Trust.Zone,206264,AMARUTU-TECHNOLOGY,1,SC,1,1,1,1,70.0
Trust.Zone,206446,CLOUDLEASE,1,IL,1,1,1,1,70.0
Trust.Zone,3236,SERVER server.ua,1,UA,1,1,1,1,70.0
Trust.Zone,42926,RADORE,1,TR,1,1,1,1,70.0
Trust.Zone,50979,ITL-LV,1,US,1,1,1,1,70.0
Trust.Zone,61317,ASDETUK www.heficed.com,1,US,1,1,1,1,70.0
Trust.Zone,6698,VIRTUALSYSTEMS,1,UA,1,1,1,1,70.0
TunnelBear,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",1,CA,1,1,1,1,95.0
TunnelBear,49367,ASSEFLOW,1,IT,1,1,1,1,95.0
VPN Gate,10066,GAYANET-AS-KR LG HelloVision Corp.,1,KR,1,1,1,1,78.0
VPN Gate,11232,MIDCO-NET,1,US,1,1,1,1,78.0
VPN Gate,12389,ROSTELECOM-AS PJSC Rostelecom. Technical Team,1,RU,1,1,1,1,78.0
VPN Gate,1257,TELE2,1,EU,1,1,1,1,78.0
VPN Gate,131267,UNITEL-LA Star Telecom,1,LA,1,1,1,1,78.0
VPN Gate,17506,UCOM ARTERIA Networks Corporation,1,JP,1,1,1,1,78.0
VPN Gate,17511,OPTAGE OPTAGE Inc.,1,JP,1,1,1,1,78.0
VPN Gate,17583,KCNNET-AS-KR Keumgang Cable Network,1,KR,1,1,1,1,78.0
VPN Gate,17858,POWERVIS-AS-KR LG POWERCOMM,1,KR,1,1,1,1,78.0
VPN Gate,17864,SKB-TBROAD_HANVIT-AS-KR SK Broadband Co Ltd,1,KR,1,1,1,1,78.0
VPN Gate,23578,SKB-NAMDONGNET-AS-KR SK Broadband Co Ltd,1,KR,1,1,1,1,78.0
VPN Gate,23778,"CANET IMIZU CABLE NETWORK CO.,LTD.",1,JP,1,1,1,1,78.0
VPN Gate,23969,TOT-NET TOT Public Company Limited,1,TH,1,1,1,1,78.0
VPN Gate,2497,IIJ Internet Initiative Japan Inc.,1,JP,1,1,1,1,78.0
VPN Gate,38673,KCTVNET-AS-KR Korea Cable TV Kwangju Broadcasting,1,KR,1,1,1,1,78.0
VPN Gate,38680,CMBHK-AS-KR CMB,1,KR,1,1,1,1,78.0
VPN Gate,41349,MVMTECH-AS,1,RU,1,1,1,1,78.0
VPN Gate,59478,IPSERVICE-AS,1,UA,1,1,1,1,78.0
VPN Gate,7552,VIETEL-AS-AP Viettel Group,1,VN,1,1,1,1,78.0
VPN Gate,8749,"REDCOM-AS Redcom, Khabarovsk, Russia",1,RU,1,1,1,1,78.0
VPN Gate,9009,M247,1,RO,1,1,1,1,78.0
VPN Gate,9605,"DOCOMO NTT DOCOMO, INC.",1,JP,1,1,1,1,78.0
VPN Jantit,12876,Online SAS,1,FR,1,1,1,1,88.0
VPN Jantit,202422,GHOST,1,LU,1,1,1,1,88.0
VPN Jantit,203576,INTERNETBILISIM,1,TR,1,1,1,1,88.0
VPN Jantit,207569,I-SERVERS-NORTH-EU to AS51765 announce AS207569,1,GB,1,1,1,1,88.0
VPN Jantit,21100,ITLDC-EU,1,US,1,1,1,1,88.0
VPN Jantit,216475,NKTELECOM,1,US,1,1,1,1,88.0
VPN Jantit,328364,Host-Africa-AS,1,ZA,1,1,1,1,88.0
VPN Jantit,329184,Host-Africa-AS2,1,ZA,1,1,1,1,88.0
VPN Jantit,36352,AS-COLOCROSSING,1,US,1,1,1,1,88.0
VPN Jantit,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",1,CN,1,1,1,1,88.0
VPN Jantit,41111,AS-GEOHOSTING,1,RO,1,1,1,1,88.0
VPN Jantit,42474,IL,1,EE,1,1,1,1,88.0
VPN Jantit,49683,MASSIVEGRID,1,GB,1,1,1,1,88.0
VPN Jantit,53667,PONYNET,1,US,1,1,1,1,88.0
VPN Jantit,56322,SERVERASTRA-AS,1,HU,1,1,1,1,88.0
VPN Jantit,56380,AS-ITFRUIT,1,MD,1,1,1,1,88.0
VPN Jantit,59364,VHOST-HOLDINGS-SG vHost Holdings Pte Ltd,1,SG,1,1,1,1,88.0
VPN Jantit,59711,HZ-EU-AS,1,BG,1,1,1,1,88.0
VPN Jantit,62212,AS62212,1,EE,1,1,1,1,88.0
VPN Jantit,8254,ROUTE95,1,US,1,1,1,1,88.0
VPN Jantit,9335,CAT-CLOUD-AP CAT Telecom Public Company Limited,1,TH,1,1,1,1,88.0
VPN Unlimited,174,COGENT-174,1,US,1,1,1,1,70.0
VPN Unlimited,27323,SERVERSTADIUM,1,US,1,1,1,1,70.0
VPN Unlimited,37153,xneelo,1,ZA,1,1,1,1,70.0
VPN Unlimited,48031,XSERVERCLOUD,1,UA,1,1,1,1,70.0
VPN Unlimited,7203,LEASEWEB-USA-SFO,1,US,1,1,1,1,70.0
VPN.ac,0,,1,IT,1,1,1,1,95.0
VPN.ac,13213,UK2NET-AS,1,GB,1,1,1,1,95.0
VPN.ac,16125,CHERRYSERVERS1-AS,1,LT,1,1,1,1,95.0
VPN.ac,205544,LEASEWEB-UK-LON-11,1,GB,1,1,1,1,95.0
VPN.ac,24768,ALMOUROLTEC,1,PT,1,1,1,1,95.0
VPN.ac,30083,AS-30083-US-VELIA-NET,1,DE,1,1,1,1,95.0
VPN.ac,30475,WEHOSTWEBSITES-COM,1,US,1,1,1,1,95.0
VPN.ac,34989,SERVETHEWORLD-AS,1,NO,1,1,1,1,95.0
VPN.ac,51852,PLI-AS,1,PA,1,1,1,1,95.0
VPN.ac,61317,ASDETUK www.heficed.com,1,US,1,1,1,1,95.0
VPNObratno,34533,ESAMARA-AS,1,RU,1,1,1,1,88.0
VPNObratno,41843,ERTH-OMSK-AS,1,RU,1,1,1,1,88.0
VPNObratno,48327,RAY-AS,1,RU,1,1,1,1,88.0
VPNObratno,59815,TRINITY-AS,1,RU,1,1,1,1,88.0
VPNSecure,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,88.0
VPNSecure,199404,WHG-IN,1,GB,1,1,1,1,88.0
VPNSecure,210329,CLOUDWEBMANAGE-UK-1,1,US,1,1,1,1,88.0
VPNSecure,215089,FASTPANDA,1,GB,1,1,1,1,88.0
VPNSecure,44709,CLOUDWEBMANAGE-,1,IL,1,1,1,1,88.0
VPNSecure,59615,SERVERUM-AS,1,LV,1,1,1,1,88.0
VPNSecure,60800,NHL-AS1,1,GB,1,1,1,1,88.0
VPNSecure,8473,BAHNHOF,1,SE,1,1,1,1,88.0
VPNUK,0,,1,US,1,1,1,1,70.0
VPNUK,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,HK,1,1,1,1,95.0
VPNUK,206991,IXIR,1,TR,1,1,1,1,95.0
VPNUK,21130,IOMART-IE,1,GB,1,1,1,1,70.0
VPNUK,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,DE,1,1,1,1,95.0
VPNUK,28753,LEASEWEB-DE-FRA-10,1,DE,1,1,1,1,70.0
VPNUK,29802,HVC-AS,1,US,1,1,1,1,70.0
VPNUK,30900,WEBWORLD-AS ta Web World Ireland,1,IE,1,1,1,1,95.0
VPNUK,32097,WII,1,US,1,1,1,1,95.0
VPNUK,39020,COMVIVE-AS Seville - Spain,1,ES,1,1,1,1,70.0
Vpnfacile,41000,FREETHOUGHT-AS,1,GB,1,1,1,1,78.0
Vpnfacile,5650,FRONTIER-FRTR,1,US,1,1,1,1,78.0
Vpnht,30736,ASERGO-AS,1,DK,1,1,1,1,78.0
Vpnht,45382,EHOSTIDC-AS-KR Hostcenter,1,KR,1,1,1,1,78.0
Vpnht,4694,IDCF IDC Frontier Inc.,1,JP,1,1,1,1,78.0
Vpnht,49870,AS49870-BV,1,NL,1,1,1,1,78.0
Vpnht,50867,ORG-LVA15-AS,1,NL,1,1,1,1,78.0
Vpnht,60781,LEASEWEB-NL-AMS-01 Netherlands,1,NL,1,1,1,1,78.0
Vpnht,61138,ZAPPIE-HOST-AS Zappie Host,1,US,1,1,1,1,78.0
WorldVPN,26383,ASNET,1,RO,1,1,1,1,88.0
WorldVPN,53363,TANGRAM-CANADA-INC,1,CA,1,1,1,1,88.0
Zoogvpn,11831,ESECUREDATA,1,CA,1,1,1,1,78.0
Zoogvpn,12297,TELECOM-ARMENIA Telecom Armenia AS,1,AM,1,1,1,1,78.0
Zoogvpn,12876,Online SAS,1,FR,1,1,1,1,78.0
Zoogvpn,133950,HOOPLAHOSTING-AS-AP Hoopla Hosting Limited,1,NZ,1,1,1,1,78.0
Zoogvpn,140787,LAMA-AS-VN LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED,1,VN,1,1,1,1,78.0
Zoogvpn,154177,LIGHT4-AS-AP LIGHT NODE LIMITED,1,HK,1,1,1,1,78.0
Zoogvpn,197450,SUNUCUN,1,TR,1,1,1,1,78.0
Zoogvpn,202759,FAIRYHOSTING,1,EE,1,1,1,1,78.0
Zoogvpn,20473,AS-VULTR,1,US,1,1,1,1,78.0
Zoogvpn,207569,I-SERVERS-NORTH-EU to AS51765 announce AS207569,1,GB,1,1,1,1,78.0
Zoogvpn,211971,GOODHOSTKZ Goodhost.KZ - Hosting provider of Kazakhstan. Dedicated and VDSVPS hosting,1,KZ,1,1,1,1,78.0
Zoogvpn,212336,BYTEVIRTLLC,1,US,1,1,1,1,78.0
Zoogvpn,23679,NUSANET-AS-ID PT. Media Antar Nusa,1,ID,1,1,1,1,78.0
Zoogvpn,262287,Latitude.sh LTDA,1,BR,1,1,1,1,78.0
Zoogvpn,35758,HQSERV_NETWORKS,1,IL,1,1,1,1,78.0
Zoogvpn,37153,xneelo,1,ZA,1,1,1,1,78.0
Zoogvpn,396356,LATITUDE-SH,1,US,1,1,1,1,78.0
Zoogvpn,43289,TRABIA,1,MD,1,1,1,1,78.0
Zoogvpn,43350,NFORCE,1,NL,1,1,1,1,78.0
Zoogvpn,44133,IPAX-AS,1,AT,1,1,1,1,78.0
Zoogvpn,47810,PROSERVICE,1,GE,1,1,1,1,78.0
Zoogvpn,49367,ASSEFLOW,1,IT,1,1,1,1,78.0
Zoogvpn,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,FI,1,1,1,1,78.0
Zoogvpn,55286,SERVER-MANIA,1,CA,1,1,1,1,78.0
Zoogvpn,56067,METRABYTE-TH 453 Ladplacout Jorakhaebua,1,TH,1,1,1,1,78.0
Zoogvpn,56322,SERVERASTRA-AS,1,HU,1,1,1,1,78.0
Zoogvpn,58061,SCALAXY-AS,1,LV,1,1,1,1,78.0
Zoogvpn,60404,LITESERVER,1,NL,1,1,1,1,78.0
Zoogvpn,61102,INTERHOST,1,IL,1,1,1,1,78.0
Zoogvpn,61272,IST-AS,1,LT,1,1,1,1,78.0
Zoogvpn,6698,VIRTUALSYSTEMS,1,UA,1,1,1,1,78.0
Zoogvpn,8849,MELBICOM-EU-AS Melbikomas UAB,1,LT,1,1,1,1,78.0
Zoogvpn,906,DMIT,1,US,1,1,1,1,78.0
uVPN,202422,GHOST,1,LU,1,1,1,1,70.0
uVPN,20473,AS-VULTR,1,US,1,1,1,1,70.0
uVPN,20860,IOMART-AS,1,GB,1,1,1,1,70.0
uVPN,39326,HSO-GROUP,1,GB,1,1,1,1,70.0
